Actor1CountryCode,DATE월,레코드 수
KAZ,2015년 4월,2
KAZ,2015년 5월,2
KAZ,2015년 9월,1
KAZ,2015년 11월,1
KAZ,2016년 1월,6
KAZ,2016년 5월,1
KAZ,2016년 6월,1
KAZ,2016년 7월,2
KAZ,2016년 8월,5
KAZ,2016년 9월,13
KAZ,2016년 11월,7
KAZ,2016년 12월,2
KAZ,2017년 2월,9
KAZ,2017년 3월,5
KAZ,2017년 4월,6
KAZ,2017년 5월,14
KAZ,2017년 6월,4
KAZ,2017년 7월,9
KAZ,2017년 8월,18
KAZ,2017년 9월,22
KAZ,2017년 11월,11
KAZ,2017년 12월,6
KAZ,2018년 1월,18
KAZ,2018년 3월,3
KAZ,2018년 4월,13
KAZ,2018년 5월,2
KAZ,2018년 6월,2
JPN,2015년 1월,451
JPN,2015년 2월,126
JPN,2015년 3월,406
JPN,2015년 4월,318
JPN,2015년 5월,374
JPN,2015년 6월,163
JPN,2015년 7월,184
JPN,2015년 8월,282
JPN,2015년 9월,296
JPN,2015년 10월,162
JPN,2015년 11월,239
JPN,2015년 12월,160
JPN,2016년 1월,1348
JPN,2016년 2월,2235
JPN,2016년 3월,915
JPN,2016년 4월,756
JPN,2016년 5월,460
JPN,2016년 6월,791
JPN,2016년 7월,211
JPN,2016년 8월,1033
JPN,2016년 9월,1471
JPN,2016년 10월,545
JPN,2016년 11월,338
JPN,2016년 12월,466
JPN,2017년 1월,235
JPN,2017년 2월,1738
JPN,2017년 3월,2070
JPN,2017년 4월,2904
JPN,2017년 5월,1502
JPN,2017년 6월,513
JPN,2017년 7월,1740
JPN,2017년 8월,2034
JPN,2017년 9월,2804
JPN,2017년 10월,1311
JPN,2017년 11월,2336
JPN,2017년 12월,1310
JPN,2018년 1월,634
JPN,2018년 2월,555
JPN,2018년 3월,1400
JPN,2018년 4월,1669
JPN,2018년 5월,1661
JPN,2018년 6월,1000
JOR,2015년 1월,5
JOR,2015년 3월,4
JOR,2015년 4월,4
JOR,2015년 5월,1
JOR,2015년 10월,4
JOR,2016년 1월,1
JOR,2016년 2월,13
JOR,2016년 4월,1
JOR,2016년 5월,21
JOR,2016년 9월,4
JOR,2016년 12월,2
JOR,2017년 2월,4
JOR,2017년 3월,2
JOR,2017년 4월,13
JOR,2017년 6월,5
JOR,2017년 7월,11
JOR,2017년 8월,21
JOR,2017년 9월,16
JOR,2017년 10월,3
JOR,2017년 11월,3
JOR,2017년 12월,2
JOR,2018년 1월,4
JOR,2018년 2월,39
JOR,2018년 3월,5
JOR,2018년 4월,12
JOR,2018년 5월,17
JAM,2016년 9월,1
JAM,2017년 4월,4
JAM,2017년 7월,3
JAM,2017년 9월,1
JAM,2017년 10월,3
JAM,2017년 12월,1
JAM,2018년 5월,1
JAM,2018년 6월,8
ITA,2015년 1월,1
ITA,2015년 2월,4
ITA,2015년 3월,3
ITA,2015년 5월,7
ITA,2015년 6월,2
ITA,2015년 7월,17
ITA,2015년 9월,7
ITA,2015년 10월,2
ITA,2015년 11월,2
ITA,2015년 12월,2
ITA,2016년 1월,3
ITA,2016년 3월,4
ITA,2016년 4월,6
ITA,2016년 5월,8
ITA,2016년 7월,6
ITA,2016년 8월,3
ITA,2016년 9월,18
ITA,2016년 10월,6
ITA,2016년 11월,6
ITA,2017년 1월,2
ITA,2017년 2월,30
ITA,2017년 3월,5
ITA,2017년 4월,53
ITA,2017년 5월,66
ITA,2017년 6월,15
ITA,2017년 7월,11
ITA,2017년 8월,7
ITA,2017년 9월,133
ITA,2017년 10월,122
ITA,2017년 11월,34
ITA,2017년 12월,29
ITA,2018년 1월,8
ITA,2018년 2월,8
ITA,2018년 3월,4
ITA,2018년 4월,12
ITA,2018년 5월,13
ITA,2018년 6월,23
ISR,2015년 1월,17
ISR,2015년 2월,34
ISR,2015년 3월,53
ISR,2015년 4월,26
ISR,2015년 5월,13
ISR,2015년 6월,33
ISR,2015년 7월,27
ISR,2015년 8월,26
ISR,2015년 9월,22
ISR,2015년 10월,17
ISR,2015년 11월,22
ISR,2015년 12월,61
ISR,2016년 1월,41
ISR,2016년 2월,25
ISR,2016년 3월,29
ISR,2016년 4월,24
ISR,2016년 5월,15
ISR,2016년 6월,29
ISR,2016년 7월,11
ISR,2016년 8월,3
ISR,2016년 9월,37
ISR,2016년 10월,18
ISR,2016년 11월,8
ISR,2016년 12월,11
ISR,2017년 1월,18
ISR,2017년 2월,51
ISR,2017년 3월,42
ISR,2017년 4월,107
ISR,2017년 5월,63
ISR,2017년 6월,50
ISR,2017년 7월,21
ISR,2017년 8월,100
ISR,2017년 9월,194
ISR,2017년 10월,26
ISR,2017년 11월,47
ISR,2017년 12월,111
ISR,2018년 1월,48
ISR,2018년 2월,20
ISR,2018년 3월,63
ISR,2018년 4월,64
ISR,2018년 5월,99
ISR,2018년 6월,41
ISL,2015년 4월,3
ISL,2015년 5월,3
ISL,2015년 12월,3
ISL,2016년 8월,4
ISL,2016년 9월,2
ISL,2016년 11월,8
ISL,2016년 12월,4
ISL,2017년 7월,2
ISL,2017년 9월,5
ISL,2018년 3월,2
ISL,2018년 5월,2
IRQ,2015년 1월,6
IRQ,2015년 2월,2
IRQ,2015년 3월,11
IRQ,2015년 4월,16
IRQ,2015년 5월,4
IRQ,2015년 7월,19
IRQ,2015년 8월,6
IRQ,2015년 11월,6
IRQ,2015년 12월,2
IRQ,2016년 1월,15
IRQ,2016년 2월,14
IRQ,2016년 3월,3
IRQ,2016년 4월,5
IRQ,2016년 5월,18
IRQ,2016년 6월,11
IRQ,2016년 7월,27
IRQ,2016년 8월,5
IRQ,2016년 9월,19
IRQ,2016년 10월,8
IRQ,2016년 11월,14
IRQ,2016년 12월,5
IRQ,2017년 1월,7
IRQ,2017년 2월,15
IRQ,2017년 3월,18
IRQ,2017년 4월,32
IRQ,2017년 5월,9
IRQ,2017년 6월,26
IRQ,2017년 7월,14
IRQ,2017년 8월,24
IRQ,2017년 9월,47
IRQ,2017년 10월,31
IRQ,2017년 11월,7
IRQ,2017년 12월,24
IRQ,2018년 1월,34
IRQ,2018년 2월,12
IRQ,2018년 3월,67
IRQ,2018년 4월,33
IRQ,2018년 5월,41
IRQ,2018년 6월,6
IRN,2015년 1월,32
IRN,2015년 2월,70
IRN,2015년 3월,176
IRN,2015년 4월,264
IRN,2015년 5월,232
IRN,2015년 6월,158
IRN,2015년 7월,425
IRN,2015년 8월,175
IRN,2015년 9월,139
IRN,2015년 10월,90
IRN,2015년 11월,46
IRN,2015년 12월,53
IRN,2016년 1월,227
IRN,2016년 2월,209
IRN,2016년 3월,132
IRN,2016년 4월,98
IRN,2016년 5월,220
IRN,2016년 6월,170
IRN,2016년 7월,69
IRN,2016년 8월,16
IRN,2016년 9월,123
IRN,2016년 10월,47
IRN,2016년 11월,52
IRN,2016년 12월,84
IRN,2017년 1월,132
IRN,2017년 2월,229
IRN,2017년 3월,164
IRN,2017년 4월,228
IRN,2017년 5월,226
IRN,2017년 6월,107
IRN,2017년 7월,510
IRN,2017년 8월,604
IRN,2017년 9월,816
IRN,2017년 10월,621
IRN,2017년 11월,162
IRN,2017년 12월,159
IRN,2018년 1월,268
IRN,2018년 2월,116
IRN,2018년 3월,568
IRN,2018년 4월,503
IRN,2018년 5월,1087
IRN,2018년 6월,237
IRL,2015년 5월,4
IRL,2015년 6월,1
IRL,2015년 7월,4
IRL,2015년 9월,5
IRL,2016년 1월,6
IRL,2016년 2월,9
IRL,2016년 3월,5
IRL,2016년 4월,3
IRL,2016년 5월,10
IRL,2016년 6월,2
IRL,2016년 7월,5
IRL,2016년 8월,2
IRL,2016년 9월,4
IRL,2016년 10월,11
IRL,2017년 1월,6
IRL,2017년 2월,6
IRL,2017년 3월,2
IRL,2017년 4월,3
IRL,2017년 5월,5
IRL,2017년 6월,2
IRL,2017년 7월,7
IRL,2017년 8월,13
IRL,2017년 9월,16
IRL,2017년 10월,19
IRL,2017년 11월,29
IRL,2017년 12월,3
IRL,2018년 1월,3
IRL,2018년 3월,8
IRL,2018년 4월,2
IRL,2018년 5월,28
IRL,2018년 6월,1
IND,2015년 1월,4
IND,2015년 2월,1
IND,2015년 3월,3
IND,2015년 4월,40
IND,2015년 7월,1
IND,2015년 9월,5
IND,2015년 10월,2
IND,2016년 1월,22
IND,2016년 2월,6
IND,2016년 3월,2
IND,2016년 4월,3
IND,2016년 5월,1
IND,2016년 6월,9
IND,2016년 7월,3
IND,2016년 8월,2
IND,2016년 9월,29
IND,2016년 10월,2
IND,2016년 11월,1
IND,2016년 12월,4
IND,2017년 2월,11
IND,2017년 3월,52
IND,2017년 4월,7
IND,2017년 5월,4
IND,2017년 6월,9
IND,2017년 7월,21
IND,2017년 8월,21
IND,2017년 9월,65
IND,2017년 10월,27
IND,2017년 11월,20
IND,2017년 12월,21
IND,2018년 1월,46
IND,2018년 2월,7
IND,2018년 3월,12
IND,2018년 4월,17
IND,2018년 5월,46
IND,2018년 6월,8
IDN,2015년 1월,7
IDN,2015년 2월,13
IDN,2015년 3월,12
IDN,2015년 4월,40
IDN,2015년 5월,10
IDN,2015년 6월,1
IDN,2015년 7월,19
IDN,2015년 8월,72
IDN,2015년 9월,8
IDN,2015년 10월,8
IDN,2015년 12월,1
IDN,2016년 1월,29
IDN,2016년 2월,63
IDN,2016년 3월,20
IDN,2016년 4월,15
IDN,2016년 5월,17
IDN,2016년 6월,2
IDN,2016년 7월,3
IDN,2016년 8월,26
IDN,2016년 9월,10
IDN,2016년 10월,30
IDN,2016년 11월,7
IDN,2017년 1월,5
IDN,2017년 2월,272
IDN,2017년 3월,206
IDN,2017년 4월,117
IDN,2017년 5월,25
IDN,2017년 6월,15
IDN,2017년 7월,27
IDN,2017년 8월,35
IDN,2017년 9월,21
IDN,2017년 10월,104
IDN,2017년 11월,59
IDN,2017년 12월,20
IDN,2018년 1월,21
IDN,2018년 2월,5
IDN,2018년 3월,13
IDN,2018년 4월,18
IDN,2018년 5월,19
IDN,2018년 6월,2
HUN,2015년 1월,3
HUN,2015년 4월,2
HUN,2015년 7월,5
HUN,2015년 11월,1
HUN,2015년 12월,1
HUN,2016년 7월,2
HUN,2016년 8월,2
HUN,2016년 10월,2
HUN,2016년 11월,1
HUN,2016년 12월,1
HUN,2017년 1월,12
HUN,2017년 2월,12
HUN,2017년 3월,5
HUN,2017년 6월,2
HUN,2017년 8월,7
HUN,2017년 9월,5
HUN,2018년 1월,2
HUN,2018년 3월,7
HUN,2018년 5월,4
HTI,2015년 9월,1
HTI,2015년 11월,3
HTI,2016년 7월,2
HTI,2016년 10월,8
HTI,2017년 4월,2
HTI,2017년 8월,3
HTI,2017년 10월,2
HTI,2018년 1월,9
HRV,2017년 3월,1
HRV,2017년 7월,8
HRV,2018년 5월,3
HND,2016년 5월,2
HND,2018년 1월,5
HND,2018년 2월,2
HND,2018년 4월,2
GUY,2015년 11월,1
GUY,2016년 2월,4
GUY,2016년 6월,2
GUY,2017년 3월,2
GUY,2017년 4월,3
GUY,2017년 8월,3
GUY,2017년 9월,2
GUY,2017년 11월,5
GUY,2018년 1월,3
GUY,2018년 2월,3
GUY,2018년 3월,2
GUY,2018년 5월,2
GUY,2018년 6월,1
GTM,2017년 2월,2
GTM,2018년 6월,1
GRD,2016년 4월,26
GRD,2017년 2월,2
GRD,2017년 7월,1
GRD,2017년 8월,2
GRC,2015년 1월,1
GRC,2015년 2월,3
GRC,2015년 4월,1
GRC,2015년 5월,3
GRC,2015년 8월,5
GRC,2015년 9월,6
GRC,2016년 1월,4
GRC,2016년 3월,4
GRC,2016년 5월,1
GRC,2016년 7월,2
GRC,2016년 8월,4
GRC,2016년 9월,2
GRC,2016년 10월,1
GRC,2016년 11월,1
GRC,2017년 2월,13
GRC,2017년 3월,12
GRC,2017년 4월,4
GRC,2017년 5월,3
GRC,2017년 7월,3
GRC,2017년 8월,10
GRC,2017년 11월,2
GRC,2017년 12월,3
GRC,2018년 1월,3
GRC,2018년 3월,9
GRC,2018년 4월,1
GRC,2018년 5월,13
GRC,2018년 6월,4
GNQ,2015년 6월,2
GNQ,2016년 2월,2
GNQ,2016년 3월,2
GNQ,2016년 5월,22
GNQ,2016년 6월,3
GNQ,2016년 7월,2
GNQ,2016년 10월,2
GNQ,2017년 6월,3
GNQ,2018년 1월,2
GNB,2015년 10월,1
GMB,2015년 4월,2
GMB,2016년 5월,2
GMB,2016년 12월,2
GMB,2017년 3월,2
GIN,2015년 2월,1
GIN,2015년 6월,2
GIN,2015년 9월,1
GIN,2015년 11월,3
GIN,2017년 3월,1
GHA,2015년 1월,1
GHA,2015년 10월,1
GHA,2015년 11월,6
GHA,2016년 1월,2
GHA,2016년 2월,1
GHA,2016년 3월,5
GHA,2016년 6월,5
GHA,2016년 10월,3
GHA,2017년 2월,1
GHA,2017년 4월,2
GHA,2017년 9월,2
GHA,2017년 10월,3
GHA,2017년 11월,7
GHA,2018년 2월,2
GHA,2018년 5월,1
GBR,2015년 1월,25
GBR,2015년 2월,89
GBR,2015년 3월,70
GBR,2015년 4월,21
GBR,2015년 5월,32
GBR,2015년 6월,40
GBR,2015년 7월,59
GBR,2015년 8월,66
GBR,2015년 9월,67
GBR,2015년 10월,39
GBR,2015년 11월,55
GBR,2015년 12월,66
GBR,2016년 1월,349
GBR,2016년 2월,247
GBR,2016년 3월,49
GBR,2016년 4월,77
GBR,2016년 5월,130
GBR,2016년 6월,49
GBR,2016년 7월,42
GBR,2016년 8월,226
GBR,2016년 9월,124
GBR,2016년 10월,44
GBR,2016년 11월,32
GBR,2016년 12월,56
GBR,2017년 1월,95
GBR,2017년 2월,141
GBR,2017년 3월,140
GBR,2017년 4월,384
GBR,2017년 5월,181
GBR,2017년 6월,125
GBR,2017년 7월,267
GBR,2017년 8월,607
GBR,2017년 9월,1175
GBR,2017년 10월,373
GBR,2017년 11월,188
GBR,2017년 12월,347
GBR,2018년 1월,127
GBR,2018년 2월,42
GBR,2018년 3월,103
GBR,2018년 4월,198
GBR,2018년 5월,177
GBR,2018년 6월,75
FSM,2017년 10월,3
FRA,2015년 1월,38
FRA,2015년 2월,19
FRA,2015년 3월,5
FRA,2015년 6월,14
FRA,2015년 7월,10
FRA,2015년 8월,24
FRA,2015년 9월,13
FRA,2015년 10월,1
FRA,2015년 11월,8
FRA,2015년 12월,20
FRA,2016년 1월,50
FRA,2016년 2월,107
FRA,2016년 3월,24
FRA,2016년 4월,78
FRA,2016년 5월,76
FRA,2016년 6월,37
FRA,2016년 7월,13
FRA,2016년 8월,8
FRA,2016년 9월,101
FRA,2016년 10월,10
FRA,2016년 11월,8
FRA,2016년 12월,23
FRA,2017년 1월,18
FRA,2017년 2월,52
FRA,2017년 3월,53
FRA,2017년 4월,79
FRA,2017년 5월,97
FRA,2017년 6월,39
FRA,2017년 7월,150
FRA,2017년 8월,302
FRA,2017년 9월,402
FRA,2017년 10월,117
FRA,2017년 11월,81
FRA,2017년 12월,63
FRA,2018년 1월,78
FRA,2018년 2월,19
FRA,2018년 3월,77
FRA,2018년 4월,141
FRA,2018년 5월,68
FRA,2018년 6월,55
FJI,2016년 1월,2
FJI,2017년 1월,4
FJI,2017년 9월,6
FJI,2018년 5월,4
FIN,2015년 1월,2
FIN,2015년 2월,3
FIN,2015년 4월,1
FIN,2015년 6월,6
FIN,2015년 7월,10
FIN,2015년 11월,2
FIN,2016년 1월,2
FIN,2016년 2월,3
FIN,2016년 3월,5
FIN,2016년 4월,6
FIN,2016년 10월,4
FIN,2017년 1월,3
FIN,2017년 2월,14
FIN,2017년 3월,4
FIN,2017년 4월,13
FIN,2017년 7월,10
FIN,2017년 9월,9
FIN,2017년 12월,9
FIN,2018년 1월,2
FIN,2018년 2월,6
FIN,2018년 3월,201
FIN,2018년 4월,21
FIN,2018년 5월,5
FIN,2018년 6월,4
EUR,2015년 1월,5
EUR,2015년 2월,5
EUR,2015년 3월,25
EUR,2015년 4월,23
EUR,2015년 5월,2
EUR,2015년 6월,13
EUR,2015년 7월,9
EUR,2015년 8월,3
EUR,2015년 9월,6
EUR,2015년 10월,6
EUR,2015년 11월,5
EUR,2015년 12월,5
EUR,2016년 1월,52
EUR,2016년 2월,63
EUR,2016년 3월,115
EUR,2016년 4월,35
EUR,2016년 5월,28
EUR,2016년 6월,5
EUR,2016년 7월,31
EUR,2016년 8월,22
EUR,2016년 9월,27
EUR,2016년 10월,21
EUR,2016년 11월,13
EUR,2016년 12월,13
EUR,2017년 1월,11
EUR,2017년 2월,79
EUR,2017년 3월,40
EUR,2017년 4월,58
EUR,2017년 5월,89
EUR,2017년 6월,30
EUR,2017년 7월,130
EUR,2017년 8월,107
EUR,2017년 9월,195
EUR,2017년 10월,149
EUR,2017년 11월,70
EUR,2017년 12월,27
EUR,2018년 1월,31
EUR,2018년 2월,6
EUR,2018년 3월,97
EUR,2018년 4월,73
EUR,2018년 5월,76
EUR,2018년 6월,38
ETH,2015년 2월,1
ETH,2015년 6월,1
ETH,2015년 7월,2
ETH,2015년 8월,5
ETH,2016년 1월,2
ETH,2016년 2월,16
ETH,2016년 3월,2
ETH,2016년 5월,7
ETH,2016년 6월,2
ETH,2016년 7월,3
ETH,2016년 8월,1
ETH,2016년 9월,5
ETH,2016년 10월,10
ETH,2016년 11월,3
ETH,2016년 12월,3
ETH,2017년 4월,5
ETH,2017년 6월,2
ETH,2017년 8월,3
ETH,2017년 9월,45
ETH,2017년 11월,6
ETH,2017년 12월,2
ETH,2018년 1월,5
ETH,2018년 3월,79
EST,2015년 3월,10
EST,2015년 6월,6
EST,2015년 12월,5
EST,2016년 2월,3
EST,2017년 7월,6
EST,2017년 9월,18
EST,2017년 11월,3
EST,2018년 1월,8
ESP,2015년 1월,5
ESP,2015년 4월,2
ESP,2015년 5월,8
ESP,2015년 6월,5
ESP,2015년 7월,3
ESP,2015년 9월,3
ESP,2015년 10월,2
ESP,2015년 11월,2
ESP,2015년 12월,2
ESP,2016년 2월,8
ESP,2016년 3월,10
ESP,2016년 4월,5
ESP,2016년 5월,1
ESP,2016년 6월,19
ESP,2016년 8월,6
ESP,2016년 9월,9
ESP,2016년 11월,6
ESP,2016년 12월,22
ESP,2017년 1월,4
ESP,2017년 2월,9
ESP,2017년 3월,5
ESP,2017년 4월,2
ESP,2017년 5월,6
ESP,2017년 6월,28
ESP,2017년 8월,17
ESP,2017년 9월,191
ESP,2017년 10월,25
ESP,2017년 11월,10
ESP,2017년 12월,15
ESP,2018년 1월,12
ESP,2018년 3월,1
ESP,2018년 4월,3
ESP,2018년 5월,8
ESP,2018년 6월,2
ERI,2015년 2월,2
ERI,2015년 4월,34
ERI,2015년 5월,4
ERI,2015년 6월,10
ERI,2015년 7월,4
ERI,2015년 8월,5
ERI,2015년 9월,13
ERI,2015년 11월,1
ERI,2015년 12월,4
ERI,2016년 1월,5
ERI,2016년 2월,4
ERI,2016년 3월,3
ERI,2016년 4월,5
ERI,2016년 5월,5
ERI,2016년 6월,1
ERI,2016년 7월,7
ERI,2016년 10월,3
ERI,2017년 1월,1
ERI,2017년 2월,2
ERI,2017년 3월,12
ERI,2017년 4월,21
ERI,2017년 5월,1
ERI,2017년 8월,1
ERI,2017년 9월,12
ERI,2017년 12월,2
ERI,2018년 1월,2
ERI,2018년 5월,2
EGY,2015년 1월,4
EGY,2015년 2월,3
EGY,2015년 3월,3
EGY,2015년 4월,9
EGY,2015년 5월,2
EGY,2015년 6월,3
EGY,2015년 7월,12
EGY,2015년 8월,35
EGY,2015년 10월,2
EGY,2015년 12월,3
EGY,2016년 1월,13
EGY,2016년 2월,2
EGY,2016년 3월,21
EGY,2016년 4월,3
EGY,2016년 5월,21
EGY,2016년 6월,27
EGY,2016년 7월,6
EGY,2016년 8월,9
EGY,2016년 9월,15
EGY,2016년 10월,2
EGY,2016년 12월,21
EGY,2017년 1월,2
EGY,2017년 2월,30
EGY,2017년 3월,74
EGY,2017년 4월,51
EGY,2017년 5월,32
EGY,2017년 6월,11
EGY,2017년 7월,16
EGY,2017년 8월,38
EGY,2017년 9월,196
EGY,2017년 10월,122
EGY,2017년 11월,18
EGY,2017년 12월,25
EGY,2018년 1월,4
EGY,2018년 2월,27
EGY,2018년 3월,12
EGY,2018년 4월,11
EGY,2018년 5월,9
EGY,2018년 6월,6
ECU,2015년 2월,1
ECU,2015년 10월,4
ECU,2015년 11월,3
ECU,2016년 2월,2
ECU,2016년 3월,1
ECU,2017년 2월,2
ECU,2017년 3월,2
ECU,2017년 4월,3
ECU,2017년 5월,6
ECU,2017년 6월,1
ECU,2017년 9월,13
DZA,2015년 3월,4
DZA,2015년 10월,2
DZA,2016년 2월,5
DZA,2016년 9월,2
DZA,2016년 11월,4
DZA,2017년 2월,2
DZA,2017년 4월,3
DZA,2017년 9월,2
DOM,2015년 1월,2
DOM,2017년 2월,1
DOM,2017년 6월,1
DOM,2018년 1월,5
DOM,2018년 5월,1
DNK,2015년 1월,1
DNK,2015년 3월,2
DNK,2015년 6월,7
DNK,2015년 8월,3
DNK,2015년 9월,3
DNK,2015년 10월,1
DNK,2016년 2월,1
DNK,2016년 3월,1
DNK,2016년 4월,3
DNK,2016년 6월,1
DNK,2016년 7월,1
DNK,2016년 11월,1
DNK,2017년 1월,1
DNK,2017년 2월,2
DNK,2017년 3월,6
DNK,2017년 4월,10
DNK,2017년 6월,1
DNK,2017년 8월,8
DNK,2017년 9월,12
DNK,2017년 10월,21
DNK,2017년 11월,8
DNK,2017년 12월,4
DNK,2018년 1월,1
DNK,2018년 3월,6
DNK,2018년 5월,2
DNK,2018년 6월,1
DMA,2016년 2월,1
DMA,2018년 1월,3
DMA,2018년 5월,3
DJI,2018년 3월,82
DEU,2015년 1월,23
DEU,2015년 2월,13
DEU,2015년 3월,13
DEU,2015년 4월,33
DEU,2015년 5월,11
DEU,2015년 6월,42
DEU,2015년 7월,11
DEU,2015년 8월,17
DEU,2015년 9월,22
DEU,2015년 10월,24
DEU,2015년 12월,25
DEU,2016년 1월,48
DEU,2016년 2월,84
DEU,2016년 3월,18
DEU,2016년 4월,27
DEU,2016년 5월,22
DEU,2016년 6월,12
DEU,2016년 7월,39
DEU,2016년 8월,31
DEU,2016년 9월,61
DEU,2016년 10월,14
DEU,2016년 11월,7
DEU,2016년 12월,13
DEU,2017년 1월,12
DEU,2017년 2월,73
DEU,2017년 3월,35
DEU,2017년 4월,161
DEU,2017년 5월,132
DEU,2017년 6월,31
DEU,2017년 7월,552
DEU,2017년 8월,239
DEU,2017년 9월,524
DEU,2017년 10월,82
DEU,2017년 11월,88
DEU,2017년 12월,44
DEU,2018년 1월,29
DEU,2018년 2월,61
DEU,2018년 3월,81
DEU,2018년 4월,93
DEU,2018년 5월,47
DEU,2018년 6월,31
CZE,2015년 2월,15
CZE,2015년 3월,3
CZE,2015년 4월,2
CZE,2015년 7월,12
CZE,2015년 12월,8
CZE,2016년 1월,1
CZE,2016년 2월,2
CZE,2016년 3월,10
CZE,2016년 5월,23
CZE,2016년 6월,3
CZE,2016년 8월,2
CZE,2016년 9월,1
CZE,2016년 11월,3
CZE,2016년 12월,2
CZE,2017년 2월,6
CZE,2017년 3월,9
CZE,2017년 4월,26
CZE,2017년 5월,9
CZE,2017년 7월,4
CZE,2017년 9월,5
CZE,2017년 10월,5
CZE,2017년 11월,1
CZE,2018년 2월,3
CZE,2018년 3월,1
CZE,2018년 4월,1
CYP,2015년 1월,2
CYP,2016년 2월,4
CYP,2016년 6월,2
CYP,2016년 9월,11
CYP,2017년 1월,2
CYP,2017년 2월,3
CYP,2017년 5월,1
CYP,2017년 8월,1
CYP,2017년 11월,2
CYP,2018년 4월,1
CYP,2018년 5월,1
CYM,2017년 3월,1
CUB,2015년 1월,34
CUB,2015년 2월,2
CUB,2015년 3월,72
CUB,2015년 4월,54
CUB,2015년 5월,7
CUB,2015년 6월,51
CUB,2015년 7월,19
CUB,2015년 8월,21
CUB,2015년 9월,116
CUB,2015년 10월,21
CUB,2015년 11월,8
CUB,2015년 12월,3
CUB,2016년 1월,38
CUB,2016년 2월,20
CUB,2016년 3월,32
CUB,2016년 4월,19
CUB,2016년 5월,51
CUB,2016년 6월,111
CUB,2016년 7월,56
CUB,2016년 8월,12
CUB,2016년 9월,99
CUB,2016년 10월,16
CUB,2016년 11월,113
CUB,2016년 12월,84
CUB,2017년 1월,16
CUB,2017년 2월,9
CUB,2017년 3월,20
CUB,2017년 4월,33
CUB,2017년 5월,42
CUB,2017년 6월,32
CUB,2017년 7월,24
CUB,2017년 8월,32
CUB,2017년 9월,42
CUB,2017년 10월,8
CUB,2017년 11월,300
CUB,2017년 12월,71
CUB,2018년 1월,3
CUB,2018년 2월,9
CUB,2018년 3월,7
CUB,2018년 4월,22
CUB,2018년 5월,28
CUB,2018년 6월,6
CRI,2015년 1월,2
CRI,2016년 1월,2
CRI,2017년 9월,1
CRI,2018년 1월,1
CRI,2018년 4월,1
COM,2018년 2월,4
COL,2016년 1월,9
COL,2016년 2월,4
COL,2016년 6월,6
COL,2016년 9월,2
COL,2016년 11월,2
COL,2017년 3월,14
COL,2017년 5월,1
COL,2017년 6월,3
COL,2017년 8월,9
COL,2017년 9월,6
COL,2017년 10월,1
COL,2017년 11월,4
COL,2017년 12월,7
COL,2018년 1월,4
COL,2018년 2월,11
COG,2015년 6월,1
COG,2015년 8월,5
COG,2015년 10월,1
COG,2016년 1월,7
COG,2016년 2월,4
COG,2016년 4월,2
COG,2016년 5월,1
COG,2016년 8월,2
COG,2016년 11월,1
COG,2017년 5월,9
COG,2017년 6월,3
COG,2017년 10월,4
COG,2018년 3월,4
COD,2015년 3월,2
COD,2015년 8월,7
COD,2016년 3월,1
COD,2016년 5월,12
COD,2016년 6월,4
COD,2016년 8월,26
COD,2016년 10월,2
COD,2017년 3월,1
COD,2017년 9월,1
COD,2017년 10월,8
COD,2017년 11월,4
COD,2017년 12월,1
CIV,2016년 1월,1
CIV,2016년 11월,1
CIV,2017년 11월,2
CHN,2015년 1월,598
CHN,2015년 2월,286
CHN,2015년 3월,583
CHN,2015년 4월,671
CHN,2015년 5월,699
CHN,2015년 6월,448
CHN,2015년 7월,521
CHN,2015년 8월,630
CHN,2015년 9월,1182
CHN,2015년 10월,1265
CHN,2015년 11월,567
CHN,2015년 12월,1266
CHN,2016년 1월,3742
CHN,2016년 2월,3640
CHN,2016년 3월,2381
CHN,2016년 4월,2256
CHN,2016년 5월,1064
CHN,2016년 6월,1481
CHN,2016년 7월,1003
CHN,2016년 8월,945
CHN,2016년 9월,2762
CHN,2016년 10월,861
CHN,2016년 11월,765
CHN,2016년 12월,698
CHN,2017년 1월,1018
CHN,2017년 2월,3147
CHN,2017년 3월,4065
CHN,2017년 4월,9704
CHN,2017년 5월,3596
CHN,2017년 6월,2400
CHN,2017년 7월,4181
CHN,2017년 8월,5357
CHN,2017년 9월,6414
CHN,2017년 10월,2451
CHN,2017년 11월,4479
CHN,2017년 12월,2954
CHN,2018년 1월,1483
CHN,2018년 2월,778
CHN,2018년 3월,3575
CHN,2018년 4월,2601
CHN,2018년 5월,4635
CHN,2018년 6월,1003
CHL,2015년 6월,1
CHL,2015년 7월,3
CHL,2015년 10월,3
CHL,2015년 12월,10
CHL,2016년 2월,8
CHL,2016년 9월,4
CHL,2016년 11월,3
CHL,2017년 3월,5
CHL,2017년 8월,117
CHL,2017년 9월,8
CHL,2017년 10월,4
CHL,2018년 1월,6
CHL,2018년 3월,2
CHL,2018년 4월,1
CHE,2015년 1월,9
CHE,2015년 2월,15
CHE,2015년 3월,46
CHE,2015년 4월,7
CHE,2015년 5월,5
CHE,2015년 6월,18
CHE,2015년 7월,16
CHE,2015년 8월,10
CHE,2015년 9월,8
CHE,2015년 10월,2
CHE,2015년 11월,8
CHE,2015년 12월,8
CHE,2016년 1월,81
CHE,2016년 2월,22
