country,date,avg_tone
QAT,2017-07-18,-1.904907117
QAT,2017-07-27,-2.459016393
QAT,2017-07-28,-4.672897196
QAT,2017-08-02,-3.618774633
QAT,2017-08-10,-4.896804261
QAT,2017-08-11,0.993377483
QAT,2017-09-02,-0.945626478
QAT,2017-09-03,-0.692840647
QAT,2017-09-05,-1.711026616
QAT,2017-09-07,-0.673400673
QAT,2017-09-08,-1.995012469
QAT,2017-09-15,-3.034901366
QAT,2017-09-16,-2.430282367
QAT,2017-09-18,-1.825868177
QAT,2017-09-19,-3.853628025
QAT,2017-09-20,-3.944027191
QAT,2017-09-24,-4.918331306
QAT,2017-09-25,-3.148007301
QAT,2017-09-28,-5.732484076
QAT,2017-09-30,-3.441295547
QAT,2017-10-01,-2.969247084
QAT,2017-10-08,-1.649746193
QAT,2017-10-09,-1.019252548
QAT,2017-10-10,-2.207505519
QAT,2017-10-17,-0.802522213
QAT,2017-10-20,-1.816608997
QAT,2017-10-24,-4.230174428
QAT,2017-10-29,-2.544529262
QAT,2017-11-04,-0.493096647
QAT,2017-11-09,-2.93255132
QAT,2017-11-30,-2.698145025
QAT,2017-12-23,-5.223880597
QAT,2018-01-01,-4.906286051
QAT,2018-01-10,-2.211155412
QAT,2018-01-19,0.735294118
QAT,2018-01-20,-2.49343832
QAT,2018-01-21,0
QAT,2018-01-22,2.145045965
QAT,2018-01-26,-2.507836991
QAT,2018-01-29,0.527704485
QAT,2018-02-02,-0.662251656
QAT,2018-02-19,-4.660916624
PSE,2015-02-25,-4.432624113
PSE,2015-03-08,-2.09102091
PSE,2015-03-09,-2.132998745
PSE,2015-03-20,-5.646630237
PSE,2015-04-05,-2.085889571
PSE,2015-04-22,-2.616847826
PSE,2015-07-12,-0.644509245
PSE,2015-08-17,5.354330709
PSE,2015-08-24,-4.204545455
PSE,2015-08-30,-4.247990815
PSE,2015-09-11,9.574468085
PSE,2015-11-27,-0.156494523
PSE,2015-12-10,-1.796407186
PSE,2016-03-12,-2.670157068
PSE,2016-03-23,-2.02020202
PSE,2016-03-25,-4.742268041
PSE,2016-04-02,-3.85786802
PSE,2016-05-06,-2.105263158
PSE,2016-05-17,-2.132895816
PSE,2016-05-19,-2.132895816
PSE,2016-06-23,-2.553191489
PSE,2016-06-26,-5.668604651
PSE,2016-07-27,-3.687635575
PSE,2016-08-27,-4.657534247
PSE,2016-09-05,-3.636363636
PSE,2016-09-09,1.020408163
PSE,2016-09-15,0.930312515
PSE,2017-02-20,3.278688525
PSE,2017-02-27,-2.102803738
PSE,2017-03-14,-4.351851852
PSE,2017-03-16,-3.964757709
PSE,2017-03-24,-5.681818182
PSE,2017-04-05,-0.793650794
PSE,2017-04-16,0.462962963
PSE,2017-04-17,-1.591187271
PSE,2017-04-28,-4.230769231
PSE,2017-04-30,-7.841508594
PSE,2017-05-01,-6.812606185
PSE,2017-05-03,-6.382978723
PSE,2017-05-04,-8.021869478
PSE,2017-05-11,-4.241071429
PSE,2017-05-12,-3.65408039
PSE,2017-05-13,-8.444444444
PSE,2017-05-14,-3.401360544
PSE,2017-05-15,-0.35971223
PSE,2017-05-16,-12.5984252
PSE,2017-05-29,-3.450492928
PSE,2017-05-31,2.337531031
PSE,2017-06-04,-2.542372881
PSE,2017-06-12,-4.972375691
PSE,2017-06-21,1.650165017
PSE,2017-06-28,-1.515151515
PSE,2017-07-05,-2.652772355
PSE,2017-07-09,-6.293706294
PSE,2017-07-14,-1.078490114
PSE,2017-07-22,-8.712188025
PSE,2017-07-26,-2.51572327
PSE,2017-08-03,-5.097166898
PSE,2017-08-08,-5.357142857
PSE,2017-08-11,0.523560209
PSE,2017-08-15,2.68508208
PSE,2017-08-16,1.398168473
PSE,2017-08-17,0.915447715
PSE,2017-08-19,-3.245436105
PSE,2017-08-23,0.375941178
PSE,2017-09-03,-0.770126634
PSE,2017-09-05,-5.827067669
PSE,2017-09-10,-4.092217092
PSE,2017-09-12,-5.10708402
PSE,2017-09-17,1.724137931
PSE,2017-09-18,-0.283966267
PSE,2017-09-19,-1.65711014
PSE,2017-09-20,-2.194696313
PSE,2017-09-21,-2.92524377
PSE,2017-09-22,-3.938730853
PSE,2017-09-28,-4.1741168
PSE,2017-10-02,-2.767052767
PSE,2017-11-03,1.329123748
PSE,2017-11-04,1.98019802
PSE,2017-11-21,-4.0302267
PSE,2017-12-04,-2.543810062
PSE,2017-12-07,-7.142857143
PSE,2017-12-08,-2.06185567
PSE,2017-12-11,-4.60251046
PSE,2017-12-12,0
PSE,2017-12-13,1.783264746
PSE,2017-12-14,-6.206896552
PSE,2017-12-15,0.831477493
PSE,2017-12-18,1.193248115
PSE,2017-12-19,-2.816901408
PSE,2017-12-24,-1.024590164
PSE,2017-12-28,-0.811359026
PSE,2018-01-03,-2.401790629
PSE,2018-01-07,-1.406799531
PSE,2018-01-14,-4.110946013
PSE,2018-01-15,-2.349726776
PSE,2018-01-16,-2.931034483
PSE,2018-01-17,-4.845814978
PSE,2018-01-24,-0.924024641
PSE,2018-01-26,-7.142857143
PSE,2018-02-15,-0.773594636
PSE,2018-02-19,-2.756217142
PSE,2018-02-21,-1.779359431
PSE,2018-02-25,-7.518796992
PRY,2016-01-08,-2.121212121
PRY,2016-02-08,-5.649717514
PRY,2016-02-09,-4.560214883
PRY,2016-09-09,-3.908404209
PRY,2016-09-10,-2.679365589
PRY,2016-09-12,-3.735632184
PRY,2017-02-15,-2.469135802
PRY,2017-05-20,1.714285714
PRY,2017-07-06,-4.469298246
PRY,2017-07-07,-4.406779661
PRY,2017-09-04,-5.940594059
PRY,2017-09-05,-7.185628743
PRY,2017-09-15,-3.081402591
PRY,2017-09-18,-3.773584906
PRY,2017-09-20,0.110526205
PRT,2015-07-05,1.827242525
PRT,2015-12-16,-2.397844093
PRT,2016-01-06,-2.243589744
PRT,2016-02-07,-3.159340659
PRT,2016-02-11,-3.664921466
PRT,2016-09-22,-0.171526587
PRT,2017-02-13,-1.648752176
PRT,2017-02-14,-2.389282634
PRT,2017-02-15,-2.471807376
PRT,2017-02-19,-6.097560976
PRT,2017-03-07,-4.54597841
PRT,2017-03-08,-1.779755284
PRT,2017-03-18,-0.508905852
PRT,2017-04-20,-3.429570653
PRT,2017-04-28,-7.93153482
PRT,2017-04-29,-5.924357231
PRT,2017-05-15,-2.597292818
PRT,2017-05-16,-4.895887015
PRT,2017-05-17,-6.037303619
PRT,2017-07-04,-12.23304936
PRT,2017-07-05,-3.407057299
PRT,2017-07-06,-1.68690538
PRT,2017-07-29,-4.662927682
PRT,2017-07-30,-4.161712247
PRT,2017-08-09,-3.111653447
PRT,2017-08-16,-0.71942446
PRT,2017-08-30,-4.009433962
PRT,2017-09-01,-4.938499874
PRT,2017-09-03,-5.237071458
PRT,2017-09-04,-2.606228253
PRT,2017-09-05,-4.978412554
PRT,2017-09-06,-4.391217565
PRT,2017-09-07,-2.087183308
PRT,2017-09-08,-3.699963884
PRT,2017-09-09,-5.636208369
PRT,2017-09-11,-8.13071941
PRT,2017-09-12,-2.59978601
PRT,2017-09-13,-1.500144957
PRT,2017-09-15,-3.773283789
PRT,2017-09-16,-5.85885486
PRT,2017-09-17,-2.549246813
PRT,2017-09-18,-3.386346621
PRT,2017-09-19,-4.529810919
PRT,2017-09-20,-3.83532094
PRT,2017-09-21,-3.966346154
PRT,2017-09-22,-3.868449976
PRT,2017-09-23,-4.419777158
PRT,2017-09-24,-4.834271355
PRT,2017-09-27,-4.207503589
PRT,2017-09-28,-6.25
PRT,2017-09-30,-0.32653083
PRT,2017-10-01,2.07253886
PRT,2017-10-02,2.931357754
PRT,2017-10-11,-3.315461758
PRT,2017-10-15,-0.819672131
PRT,2017-10-19,-3
PRT,2017-11-03,-0.270027003
PRT,2017-11-24,-1.807228916
PRT,2017-11-29,-5.63522654
PRT,2017-11-30,-3.021507571
PRT,2017-12-04,-1.330090249
PRT,2017-12-05,-0.880149886
PRT,2017-12-06,-1.085904741
PRT,2017-12-07,-4.177545692
PRT,2017-12-08,0
PRT,2017-12-09,-2.187010022
PRT,2017-12-10,-2
PRT,2017-12-12,-3.164556962
PRT,2017-12-14,-2.463521724
PRT,2017-12-15,-3.452027422
PRT,2017-12-16,-7.995273839
PRT,2017-12-17,1.038961039
PRT,2017-12-18,-2.125561521
PRT,2017-12-22,-3.456495828
PRT,2018-01-01,-3.56703567
PRT,2018-01-03,5.955904561
PRT,2018-01-04,-0.106108728
PRT,2018-01-15,-0.786369594
PRT,2018-01-16,-1.560287656
PRT,2018-01-17,-2.272727273
PRT,2018-02-02,-1.818058164
PRT,2018-02-09,1.565483009
PRT,2018-02-10,1.420436853
PRT,2018-02-11,0.740740741
PRT,2018-02-16,-1.472024871
PRT,2018-02-17,-2.154230045
PRT,2018-02-22,-4.276315789
PRT,2018-02-27,-5.217722753
PRK,2015-01-07,-3.4442542
PRK,2015-01-08,-2.216482786
PRK,2015-01-09,-4.078762307
PRK,2015-01-10,-4.166666667
PRK,2015-01-15,-3.167420814
PRK,2015-01-19,1.707317073
PRK,2015-01-20,-7.243816254
PRK,2015-01-22,-6.154925019
PRK,2015-01-30,-0.398406375
PRK,2015-01-31,0
PRK,2015-02-05,-4.183535762
PRK,2015-02-07,-2.583979328
PRK,2015-02-09,-8.540925267
PRK,2015-02-11,0.270679245
PRK,2015-02-14,-0.766002222
PRK,2015-02-17,-3.233674478
PRK,2015-02-19,-2.232879596
PRK,2015-02-20,-1.300758283
PRK,2015-02-21,-1.09922239
PRK,2015-02-22,1.095837469
PRK,2015-02-23,-0.37102718
PRK,2015-02-24,-2.850274584
PRK,2015-02-25,-2.05792165
PRK,2015-02-26,-1.287192433
PRK,2015-02-27,-3.46214432
PRK,2015-02-28,-3.478440299
PRK,2015-03-01,-3.549921495
PRK,2015-03-02,-3.800146557
PRK,2015-03-03,-3.53511468
PRK,2015-03-04,-1.493624623
PRK,2015-03-05,-2.094593784
PRK,2015-03-06,-0.579329404
PRK,2015-03-07,-2.230153235
PRK,2015-03-08,-2.926191558
PRK,2015-03-09,-1.540072951
PRK,2015-03-10,-2.445669219
PRK,2015-03-11,-1.019386604
PRK,2015-03-12,-1.835727368
PRK,2015-03-13,-3.231162407
PRK,2015-03-14,-2.741183592
PRK,2015-03-15,-1.941747573
PRK,2015-03-16,-3.718402308
PRK,2015-03-17,-2.491083128
PRK,2015-03-18,-1.326651993
PRK,2015-03-19,1.537327264
PRK,2015-03-20,-2.187207733
PRK,2015-03-21,-2.099630163
PRK,2015-03-22,-1.619178934
PRK,2015-03-23,-2.109257512
PRK,2015-03-24,-3.369407734
PRK,2015-03-25,-4.518754568
PRK,2015-03-26,-4.749227006
PRK,2015-03-27,-4.747576212
PRK,2015-03-28,-4.340912822
PRK,2015-03-29,-5.591467356
PRK,2015-03-30,-1.190100268
PRK,2015-03-31,-2.88236342
PRK,2015-04-01,-2.898973542
PRK,2015-04-02,-4.098431183
PRK,2015-04-03,-0.490841426
PRK,2015-04-04,-2.457816429
PRK,2015-04-05,-2.715355594
PRK,2015-04-06,-1.275293227
PRK,2015-04-07,-1.129641738
PRK,2015-04-08,-2.576265642
PRK,2015-04-09,-3.562111069
PRK,2015-04-10,-1.874613716
PRK,2015-04-11,-1.451950759
PRK,2015-04-12,-3.25154782
PRK,2015-04-13,-0.562817317
PRK,2015-04-14,-0.862924691
PRK,2015-04-15,1.24669086
PRK,2015-04-16,-1.380349825
PRK,2015-04-17,-2.867983129
PRK,2015-04-18,0.089123124
PRK,2015-04-19,-3.349304909
PRK,2015-04-20,-3.294168397
PRK,2015-04-21,-2.926238718
PRK,2015-04-22,-4.557868564
PRK,2015-04-23,-1.405414374
PRK,2015-04-24,0.580323156
PRK,2015-04-25,-1.473328892
PRK,2015-04-26,-1.675238579
PRK,2015-04-27,-2.857848852
PRK,2015-04-28,-2.086826498
PRK,2015-04-29,-1.996314046
PRK,2015-04-30,-1.914307816
PRK,2015-05-01,-3.879636596
PRK,2015-05-02,-2.457004661
PRK,2015-05-03,-2.344010863
PRK,2015-05-04,-2.258666543
PRK,2015-05-05,-2.265253949
PRK,2015-05-06,-3.299576919
PRK,2015-05-07,-2.274790015
PRK,2015-05-08,-2.01579188
PRK,2015-05-09,-2.215373497
PRK,2015-05-10,1.372815473
PRK,2015-05-11,-1.360979154
PRK,2015-05-12,-3.500596402
PRK,2015-05-13,-3.409160433
PRK,2015-05-14,-2.168357046
PRK,2015-05-15,-1.21707618
PRK,2015-05-16,-1.318042479
PRK,2015-05-17,-1.360102236
PRK,2015-05-18,-3.377081467
PRK,2015-05-19,-2.894829266
PRK,2015-05-20,-2.926808341
PRK,2015-05-21,-3.416649426
PRK,2015-05-22,-2.179799507
PRK,2015-05-23,-2.499244559
PRK,2015-05-24,-1.527327168
PRK,2015-05-25,-0.683868909
PRK,2015-05-26,-1.065611272
PRK,2015-05-27,-1.169349414
PRK,2015-05-28,-5.029629891
PRK,2015-05-29,-4.277372309
PRK,2015-05-30,-2.574401931
PRK,2015-05-31,-3.053597674
PRK,2015-06-01,-1.409089045
PRK,2015-06-02,-1.415593385
PRK,2015-06-03,0.1145782
PRK,2015-06-04,-0.601011079
PRK,2015-06-05,-3.911297363
PRK,2015-06-06,-3.247293814
PRK,2015-06-07,-2.265573366
PRK,2015-06-08,-2.273116273
PRK,2015-06-09,-3.315267654
PRK,2015-06-10,-1.322022539
PRK,2015-06-11,-2.150208172
PRK,2015-06-12,-1.719266843
PRK,2015-06-13,-2.747336886
PRK,2015-06-14,-1.738977795
PRK,2015-06-15,-2.792720578
PRK,2015-06-16,-0.985294322
PRK,2015-06-17,-3.765888082
PRK,2015-06-18,-1.613876657
PRK,2015-06-19,-0.977408779
PRK,2015-06-20,-2.93144166
PRK,2015-06-21,-0.362976407
PRK,2015-06-22,-1.320462173
PRK,2015-06-23,-4.077798925
PRK,2015-06-24,-4.03496033
PRK,2015-06-25,-0.644211057
PRK,2015-06-26,-1.799220975
PRK,2015-06-27,-4.949194695
PRK,2015-06-28,1.038439363
PRK,2015-06-29,0.973560861
PRK,2015-06-30,-4.18352139
PRK,2015-07-01,-0.706574738
PRK,2015-07-02,-2.68776166
PRK,2015-07-03,-3.517845329
PRK,2015-07-04,-1.647809018
PRK,2015-07-05,-3.841292232
PRK,2015-07-06,-1.515881751
PRK,2015-07-07,-0.970583503
PRK,2015-07-08,-2.53757965
PRK,2015-07-09,-3.348114199
PRK,2015-07-10,-2.490735304
PRK,2015-07-11,-1.880184914
PRK,2015-07-12,-1.52070881
PRK,2015-07-13,-2.626096948
PRK,2015-07-14,-3.035949527
PRK,2015-07-15,-0.48617359
PRK,2015-07-16,-0.638435327
PRK,2015-07-17,-2.780405838
PRK,2015-07-18,-2.879519065
PRK,2015-07-19,-1.922306018
PRK,2015-07-20,-0.419733892
PRK,2015-07-21,-2.933135101
PRK,2015-07-22,-1.876254183
PRK,2015-07-23,0.047844109
PRK,2015-07-24,-0.356569726
PRK,2015-07-25,0.419894678
PRK,2015-07-26,-0.975629627
PRK,2015-07-27,-1.869955647
PRK,2015-07-28,-2.125828775
PRK,2015-07-29,-2.072723643
PRK,2015-07-30,-2.701851641
PRK,2015-07-31,-2.388326692
PRK,2015-08-01,-3.029805065
PRK,2015-08-02,-2.284685704
PRK,2015-08-03,-0.051017253
PRK,2015-08-04,-2.12582574
PRK,2015-08-05,-0.965658474
PRK,2015-08-06,-1.178923745
PRK,2015-08-07,-1.506870133
PRK,2015-08-08,-1.57193759
PRK,2015-08-09,-0.764153294
PRK,2015-08-10,-2.255395734
PRK,2015-08-11,-2.34091945
PRK,2015-08-12,-2.981626155
PRK,2015-08-13,-3.623434709
PRK,2015-08-14,-3.394060737
PRK,2015-08-15,-2.878865431
PRK,2015-08-16,-3.846101836
PRK,2015-08-17,-2.83002091
PRK,2015-08-18,-4.397589698
PRK,2015-08-19,-2.706406074
PRK,2015-08-20,-3.921789592
PRK,2015-08-21,-4.847447109
PRK,2015-08-22,-3.919464584
PRK,2015-08-23,-2.912708151
PRK,2015-08-24,-3.763676677
PRK,2015-08-25,-2.610657306
PRK,2015-08-26,-2.293896221
PRK,2015-08-27,-2.390317631
PRK,2015-08-28,-3.515368077
PRK,2015-08-29,-3.871074582
PRK,2015-08-30,-5.204899764
PRK,2015-08-31,-2.150765487
PRK,2015-09-01,-0.330922941
PRK,2015-09-02,-3.656142489
PRK,2015-09-03,-4.350781502
PRK,2015-09-04,-2.844491224
PRK,2015-09-05,-0.708979042
PRK,2015-09-06,-1.956624678
PRK,2015-09-07,-5.089243858
PRK,2015-09-08,-3.045416874
PRK,2015-09-09,-2.014899181
PRK,2015-09-10,-0.816664756
PRK,2015-09-11,-3.773386717
PRK,2015-09-12,-3.411772814
PRK,2015-09-13,-2.443873167
PRK,2015-09-14,-1.75547467
PRK,2015-09-15,-2.921708493
PRK,2015-09-16,-1.951235593
PRK,2015-09-17,-5.280364932
PRK,2015-09-18,-2.419047085
PRK,2015-09-19,-2.691398544
PRK,2015-09-20,-0.195041331
PRK,2015-09-21,-2.975231126
PRK,2015-09-22,-3.27176816
PRK,2015-09-23,-4.291186755
PRK,2015-09-24,-3.563604402
PRK,2015-09-25,1.088166957
PRK,2015-09-26,-1.500637663
PRK,2015-09-27,1.941351691
PRK,2015-09-28,1.456347611
PRK,2015-09-29,-0.805116929
PRK,2015-09-30,-0.990358371
PRK,2015-10-01,-2.872968605
PRK,2015-10-02,-1.023098243
PRK,2015-10-03,-1.614308514
PRK,2015-10-04,-1.954827124
PRK,2015-10-05,-1.656394225
PRK,2015-10-06,-2.401547102
PRK,2015-10-07,-1.744163924
PRK,2015-10-08,1.644350341
PRK,2015-10-09,0.292886739
PRK,2015-10-10,1.112081429
PRK,2015-10-11,-1.848030179
PRK,2015-10-12,-1.080537841
PRK,2015-10-13,-1.575588644
PRK,2015-10-14,-1.860840268
PRK,2015-10-15,-0.814942361
PRK,2015-10-16,-1.426792958
PRK,2015-10-17,0.778378788
PRK,2015-10-18,0.309408478
PRK,2015-10-19,0.259196696
PRK,2015-10-20,0.218202606
PRK,2015-10-21,0.721896695
PRK,2015-10-22,-1.541547668
PRK,2015-10-23,-3.805711925
PRK,2015-10-24,-1.76125567
PRK,2015-10-25,-1.087692846
PRK,2015-10-26,-2.952800603
PRK,2015-10-27,-4.923470597
PRK,2015-10-28,-2.598819213
PRK,2015-10-29,-4.112460629
PRK,2015-10-30,-1.724419122
PRK,2015-10-31,-3.068783069
PRK,2015-11-01,8.318584071
PRK,2015-11-02,0.957120419
PRK,2015-11-03,-0.736303548
PRK,2015-11-04,-3.077078585
PRK,2015-11-05,-0.933438602
PRK,2015-11-06,-4.251561863
PRK,2015-11-07,-3.589611945
PRK,2015-11-08,-5.887939221
PRK,2015-11-09,-0.909883923
PRK,2015-11-10,-1.555900796
PRK,2015-11-11,-2.286646362
PRK,2015-11-12,-0.480939575
PRK,2015-11-13,-2.344490656
PRK,2015-11-14,-2.659759423
PRK,2015-11-15,-2.765382508
PRK,2015-11-16,-1.604027655
PRK,2015-11-17,-0.990097703
PRK,2015-11-18,-2.378025335
PRK,2015-11-19,-2.315165078
PRK,2015-11-20,-2.028392566
PRK,2015-11-21,-5.029121941
PRK,2015-11-22,-5.261417105
PRK,2015-11-23,-3.597123017
PRK,2015-11-24,-4.155949146
PRK,2015-11-25,-4.16409032
PRK,2015-11-26,-4.412040265
PRK,2015-11-27,-2.968239712
PRK,2015-11-28,1.020642008
PRK,2015-11-29,-1.189525913
PRK,2015-11-30,-5.118304277
PRK,2015-12-01,-2.219271248
PRK,2015-12-02,-3.675249737
PRK,2015-12-03,-1.020591725
PRK,2015-12-04,-3.466185394
PRK,2015-12-05,-3.822731558
PRK,2015-12-06,-0.740739918
PRK,2015-12-07,-2.41900971
PRK,2015-12-08,-3.673675489
PRK,2015-12-09,-1.895667526
PRK,2015-12-10,-0.41988922
PRK,2015-12-11,-0.871298302
PRK,2015-12-12,-2.136252407
PRK,2015-12-13,-2.051561216
PRK,2015-12-14,-0.652855542
PRK,2015-12-15,-4.335617477
PRK,2015-12-16,-5.175011705
PRK,2015-12-17,-1.714976666
PRK,2015-12-18,-1.361033513
PRK,2015-12-19,-2.125671316
PRK,2015-12-20,-1.519050811
PRK,2015-12-21,-0.991487372
PRK,2015-12-22,-2.120816437
PRK,2015-12-23,-4.507803392
PRK,2015-12-24,-2.918625945
PRK,2015-12-25,-2.780343193
PRK,2015-12-26,-3.952678881
PRK,2015-12-27,-4.325294236
PRK,2015-12-28,-1.436193569
PRK,2015-12-29,-0.703602813
PRK,2015-12-30,-3.250455324
PRK,2015-12-31,-2.526568277
PRK,2016-01-01,-3.514009233
PRK,2016-01-02,-3.296277045
PRK,2016-01-03,-4.533353986
PRK,2016-01-04,-2.581423383
PRK,2016-01-05,-3.481864354
PRK,2016-01-06,-2.545621755
PRK,2016-01-07,-2.314832527
PRK,2016-01-08,-0.684358327
PRK,2016-01-09,-2.92422771
PRK,2016-01-10,-2.345703116
PRK,2016-01-11,-2.543282164
PRK,2016-01-12,-2.597136211
PRK,2016-01-13,-1.8625837
PRK,2016-01-14,-1.853192131
PRK,2016-01-15,-3.076591426
PRK,2016-01-16,-1.840380372
PRK,2016-01-17,-1.546123433
PRK,2016-01-18,-2.520411627
PRK,2016-01-19,-2.897981252
PRK,2016-01-20,-1.623303186
PRK,2016-01-21,-2.280891673
PRK,2016-01-22,-2.784927947
PRK,2016-01-23,-3.935417793
PRK,2016-01-24,-4.864661774
PRK,2016-01-25,-3.186229219
PRK,2016-01-26,-2.799867901
PRK,2016-01-27,-3.670297376
PRK,2016-01-28,-2.823365949
PRK,2016-01-29,-1.132933858
PRK,2016-01-30,0.408679427
PRK,2016-02-01,-1.079917535
PRK,2016-02-02,-2.099307028
PRK,2016-02-03,-3.138676306
PRK,2016-02-04,-2.430387757
PRK,2016-02-05,-2.592110297
PRK,2016-02-06,-2.808935632
PRK,2016-02-07,-2.914077066
PRK,2016-02-08,-2.934539824
PRK,2016-02-09,-1.895456607
PRK,2016-02-10,-2.944249545
PRK,2016-02-11,-3.086532276
PRK,2016-02-12,-3.379003845
PRK,2016-02-13,-3.955106378
PRK,2016-02-14,-1.969823898
PRK,2016-02-15,-1.043212512
PRK,2016-02-16,-0.523671616
PRK,2016-02-17,-1.00258962
PRK,2016-02-18,-3.184964743
PRK,2016-02-19,-3.063979056
PRK,2016-02-20,-3.694822476
PRK,2016-02-21,-2.519592385
PRK,2016-02-22,-2.512674009
PRK,2016-02-23,-2.44219593
PRK,2016-02-24,-3.688052039
PRK,2016-02-25,-2.464145632
PRK,2016-02-26,-2.549906789
PRK,2016-02-27,-2.759697231
PRK,2016-02-28,-1.61483182
PRK,2016-02-29,-4.590442177
PRK,2016-03-01,-3.866332532
PRK,2016-03-02,-4.428976482
PRK,2016-03-03,-4.414121873
PRK,2016-03-04,-4.507676043
PRK,2016-03-05,-4.689577634
PRK,2016-03-06,-4.820107203
PRK,2016-03-07,-4.238058467
PRK,2016-03-08,-3.623305853
PRK,2016-03-09,-3.519224592
PRK,2016-03-10,-4.570698512
PRK,2016-03-11,-5.125914789
PRK,2016-03-12,-4.427752027
PRK,2016-03-13,-4.180453873
PRK,2016-03-14,-4.854956874
PRK,2016-03-15,-4.217519078
PRK,2016-03-16,-5.719176568
PRK,2016-03-17,-5.292325762
PRK,2016-03-18,-4.40953309
PRK,2016-03-19,-4.111633382
PRK,2016-03-20,-4.207180528
PRK,2016-03-21,-3.83483708
PRK,2016-03-22,-2.390403867
PRK,2016-03-23,-4.148114407
PRK,2016-03-24,-2.724944199
PRK,2016-03-25,-3.905951714
PRK,2016-03-26,-4.348768741
PRK,2016-03-27,-2.911985054
PRK,2016-03-28,-3.131968616
PRK,2016-03-29,-3.48485539
PRK,2016-03-30,-4.941346402
PRK,2016-03-31,-4.050373492
PRK,2016-04-01,-2.838313649
PRK,2016-04-02,-3.390032146
PRK,2016-04-03,-4.688914776
PRK,2016-04-04,-4.436361258
PRK,2016-04-05,-2.976769208
PRK,2016-04-06,-2.115215302
PRK,2016-04-07,-2.77995119
PRK,2016-04-08,-3.189274597
PRK,2016-04-09,-1.708572828
PRK,2016-04-10,-3.356406742
PRK,2016-04-11,-3.527658884
PRK,2016-04-12,-4.765212427
PRK,2016-04-13,-3.635177688
PRK,2016-04-14,-1.92055193
PRK,2016-04-15,-1.882363767
PRK,2016-04-16,-3.339696072
PRK,2016-04-17,-3.612800392
PRK,2016-04-18,-2.137987473
PRK,2016-04-19,-0.449633219
PRK,2016-04-20,-2.536785533
PRK,2016-04-21,-3.651941499
PRK,2016-04-22,-1.660509416
PRK,2016-04-23,-2.696397276
PRK,2016-04-24,-1.035908921
PRK,2016-04-25,-2.321585671
PRK,2016-04-26,-2.200032507
PRK,2016-04-27,-2.004962585
PRK,2016-04-28,-3.199431507
PRK,2016-04-29,-4.08337556
PRK,2016-04-30,-4.888141463
PRK,2016-05-01,-3.908768692
PRK,2016-05-02,-2.782083969
PRK,2016-05-03,-2.096189288
PRK,2016-05-04,-3.285829679
PRK,2016-05-05,-1.150696595
PRK,2016-05-06,0.358184063
PRK,2016-05-07,-0.605331904
PRK,2016-05-08,-1.534810428
PRK,2016-05-09,-0.961493216
PRK,2016-05-10,-0.242779357
PRK,2016-05-11,-0.412935726
PRK,2016-05-12,-1.713548128
PRK,2016-05-13,-1.431298478
PRK,2016-05-14,-2.032065787
PRK,2016-05-15,-3.123210977
PRK,2016-05-16,-4.138331558
PRK,2016-05-17,-1.43331096
PRK,2016-05-18,-1.378061418
PRK,2016-05-19,-0.208098412
PRK,2016-05-20,-2.545787805
PRK,2016-05-21,-1.281598187
PRK,2016-05-22,-5.083462615
PRK,2016-05-23,-1.855777325
PRK,2016-05-24,-2.357596783
PRK,2016-05-25,-1.896803072
PRK,2016-05-26,-2.926692399
PRK,2016-05-27,-1.959901436
PRK,2016-05-28,-3.719099419
PRK,2016-05-29,-3.551833161
PRK,2016-05-30,-1.275862521
PRK,2016-05-31,-0.576923564
PRK,2016-06-01,-0.458061715
PRK,2016-06-02,-2.362691145
PRK,2016-06-03,-2.155692128
PRK,2016-06-04,-1.751694829
PRK,2016-06-05,-3.658796822
PRK,2016-06-06,-1.003110372
PRK,2016-06-07,-2.693797529
PRK,2016-06-08,-0.955040759
PRK,2016-06-09,-1.690706012
PRK,2016-06-10,-1.693096963
PRK,2016-06-11,-5.608998027
PRK,2016-06-12,-6.179066835
PRK,2016-06-13,-2.278380996
PRK,2016-06-14,-1.920190371
PRK,2016-06-15,-2.118897013
PRK,2016-06-16,-2.002503137
PRK,2016-06-17,-2.498208169
PRK,2016-06-18,-2.315777622
PRK,2016-06-20,-4.379251888
PRK,2016-06-21,-3.424978096
PRK,2016-06-22,-2.89045794
PRK,2016-06-23,-2.682244868
PRK,2016-06-24,-1.188656899
PRK,2016-06-25,-1.632022085
PRK,2016-06-26,-1.254230218
PRK,2016-06-27,-1.095217396
PRK,2016-06-28,-2.784928319
PRK,2016-06-29,-1.385977655
PRK,2016-06-30,-1.716152146
PRK,2016-07-01,-1.068521475
PRK,2016-07-02,-0.37561654
PRK,2016-07-03,0.77613
PRK,2016-07-04,-1.45844491
PRK,2016-07-05,-0.706037834
PRK,2016-07-06,-4.691224881
PRK,2016-07-07,-3.816025282
PRK,2016-07-08,-5.141415162
PRK,2016-07-09,-3.946693269
PRK,2016-07-10,-3.433271019
PRK,2016-07-11,-4.952483704
PRK,2016-07-12,-4.585097628
PRK,2016-07-13,-1.872899359
PRK,2016-07-14,-3.892126011
PRK,2016-07-15,-4.60088077
PRK,2016-07-16,-1.630434783
PRK,2016-07-17,0.994796838
PRK,2016-07-18,-2.384263108
PRK,2016-07-19,-2.330206759
PRK,2016-07-20,-2.79861551
PRK,2016-07-21,-1.848141406
